gene_id	gene_symbol	length
ENSG00000240553	RP1-184J9.2	666
ENSG00000263793	MIR3115	68
ENSG00000266802	MIR4419A	77
ENSG00000169641	LUZP1	9739
ENSG00000229010	RP5-979D14.1	818
ENSG00000206935	RNU6-514P	107
ENSG00000252578	RNU6-135P	101
ENSG00000179546	HTR1D	2849
ENSG00000215381	RP5-1057J7.1	460
ENSG00000261326	RP5-1057J7.6	5444
ENSG00000125944	HNRNPR	8676
ENSG00000125945	ZNF436	4392
ENSG00000249087	C1orf213	2655
ENSG00000201405	Y_RNA	93
ENSG00000271420	RP5-1057J7.7	650
ENSG00000204219	TCEA3	3515
ENSG00000232482	RP4-654C18.1	426
ENSG00000088280	ASAP3	4988
ENSG00000007968	E2F2	5457
ENSG00000235052	RP1-150O5.3	456
ENSG00000117318	ID3	1797
ENSG00000197880	MDS2	2142
ENSG00000229239	RP11-223J15.2	1186
ENSG00000142676	RPL11	1987
ENSG00000203589	RP5-886K2.1	1134
ENSG00000244609	RN7SL532P	281
ENSG00000011007	TCEB3	5391
ENSG00000236810	RP5-886K2.3	1347
ENSG00000057757	PITHD1	2186
ENSG00000011009	LYPLA2	2196
ENSG00000117308	GALE	3955
ENSG00000117305	HMGCL	5658
ENSG00000179163	FUCA1	2047
ENSG00000188822	CNR2	5468
ENSG00000264347	RN7SL24P	292
ENSG00000238538	snoU13	98
ENSG00000229106	RP11-4M23.2	1267
ENSG00000232557	RP11-4M23.3	210
ENSG00000264926	MIR378F	78
ENSG00000230228	RP11-4M23.4	368
ENSG00000189266	PNRC2	2564
ENSG00000188529	SRSF10	10277
ENSG00000215905	RP11-4M23.7	328
ENSG00000225315	RP11-293P20.2	454
ENSG00000142661	MYOM3	9371
ENSG00000230703	RP11-293P20.4	461
ENSG00000142677	IL22RA1	2798
ENSG00000185436	IFNLR1	4923
ENSG00000230023	RP11-10N16.2	1849
ENSG00000221032	AL590683.1	114
ENSG00000266511	AL590683.2	89
ENSG00000232298	RP11-10N16.3	856
ENSG00000158055	GRHL3	3940
ENSG00000001460	STPG1	8514
ENSG00000001461	NIPAL3	9404
ENSG00000117602	RCAN3	6964
ENSG00000266551	RN7SL857P	260
ENSG00000264443	RP4-594I10.3	1445
ENSG00000184454	NCMAP	4122
ENSG00000227312	RP11-496D1.2	348
ENSG00000239106	Y_RNA	103
ENSG00000133226	SRRM1	8168
ENSG00000238986	snoU13	105
ENSG00000169504	CLIC4	4495
ENSG00000238482	RNU6-1208P	107
ENSG00000020633	RUNX3	4605
ENSG00000229162	RP11-84D1.1	820
ENSG00000261025	RP11-84D1.2	2443
ENSG00000264371	MIR4425	84
ENSG00000233755	RP4-799D16.1	863
ENSG00000233419	RP4-781L3.1	402
ENSG00000231953	RP4-706G24.1	420
ENSG00000117614	SYF2	3370
ENSG00000117616	C1orf63	6804
ENSG00000272432	RP3-465N24.6	485
ENSG00000261349	RP3-465N24.5	459
ENSG00000187010	RHD	3313
ENSG00000224183	SDHDP6	480
ENSG00000259984	RP11-335G20.7	459
ENSG00000183726	TMEM50A	3410
ENSG00000252515	RNU6-1171P	64
ENSG00000238889	snoU13	104
ENSG00000188672	RHCE	2433
ENSG00000238084	RP3-469D22.1	569
ENSG00000266468	AL031284.1	59
ENSG00000204178	TMEM57	3940
ENSG00000157978	LDLRAP1	5397
ENSG00000225643	RP11-70P17.1	483
ENSG00000117643	MAN1C1	9014
ENSG00000233478	RP1-187B23.1	2224
ENSG00000162430	SEPN1	4421
ENSG00000255054	RP1-317E23.6	792
ENSG00000228172	RP1-317E23.3	615
ENSG00000117640	MTFR1L	5816
ENSG00000223474	AL020996.1	2077
ENSG00000272478	RP1-317E23.7	222
ENSG00000127423	AUNIP	2352
ENSG00000236528	RP1-125I3.2	849
ENSG00000182749	PAQR7	3297
ENSG00000207302	Y_RNA	110
ENSG00000117632	STMN1	6261
ENSG00000229786	SNRPFP2	251
ENSG00000223624	RP1-125I3.4	140
ENSG00000264021	MIR3917	93
ENSG00000266763	AL033528.1	74
ENSG00000158006	PAFAH2	3835
ENSG00000207237	RNU6-110P	104
ENSG00000252190	SCARNA17	125
ENSG00000252691	SCARNA18	84
ENSG00000158008	EXTL1	4537
ENSG00000158014	SLC30A2	3498
ENSG00000158022	TRIM63	2573
ENSG00000265320	AL391650.1	100
ENSG00000175087	PDIK1L	4527
ENSG00000197245	FAM110D	1524
ENSG00000142684	ZNF593	1956
ENSG00000236782	RP11-96L14.7	1290
ENSG00000142675	CNKSR1	4043
ENSG00000188782	CATSPER4	2030
ENSG00000236155	RP11-231P20.2	3191
ENSG00000130695	CEP85	5145
ENSG00000270733	RP11-231P20.5	358
ENSG00000142669	SH3BGRL3	1780
ENSG00000158062	UBXN11	4704
ENSG00000169442	CD52	935
ENSG00000176092	AIM1L	5135
ENSG00000225854	RP11-569G9.7	346
ENSG00000265143	RN7SL490P	255
ENSG00000176083	ZNF683	2379
ENSG00000131914	LIN28A	4008
ENSG00000117682	DHDDS	5596
ENSG00000223583	RP3-476K8.4	535
ENSG00000225891	RP3-476K8.3	529
ENSG00000198830	HMGN2	2509
ENSG00000224129	DPPA2P2	897
ENSG00000117676	RPS6KA1	5884
ENSG00000238705	MIR1976	52
ENSG00000243905	RN7SL679P	301
ENSG00000252802	Y_RNA	102
ENSG00000229247	RP11-492M19.3	238
ENSG00000238316	snoU13	104
ENSG00000235069	RP4-785J1.1	235
ENSG00000260063	RP5-968P14.2	2000
ENSG00000117713	ARID1A	9246
ENSG00000266138	RN7SL501P	279
ENSG00000060642	PIGV	3382
ENSG00000241188	RN7SL165P	289
ENSG00000204160	ZDHHC18	5436
ENSG00000175793	SFN	1315
ENSG00000226698	RP1-50O24.6	306
ENSG00000142751	GPN2	4979
ENSG00000198746	GPATCH3	2225
ENSG00000090273	NUDC	2856
ENSG00000131910	NR0B2	1156
ENSG00000175707	C1orf172	1793
ENSG00000172746	RP11-344H11.4	497
ENSG00000224064	RP11-344H11.5	397
ENSG00000225294	OSTCP2	444
ENSG00000253368	TRNP1	1976
ENSG00000158246	FAM46B	2368
ENSG00000090020	SLC9A1	5974
ENSG00000229985	RP11-40H20.5	527
ENSG00000214973	CHCHD3P3	640
ENSG00000225159	NPM1P39	867
ENSG00000225990	SNRPEP7	220
ENSG00000224311	RP11-40H20.4	379
ENSG00000142784	WDTC1	6010
ENSG00000252098	Y_RNA	104
ENSG00000243659	RP11-4K3__A.3	282
ENSG00000186501	TMEM222	4461
ENSG00000206888	RNU6-48P	107
ENSG00000241547	RP11-4K3__A.5	468
ENSG00000142765	SYTL1	5575
ENSG00000142733	MAP3K6	4951
ENSG00000142748	FCN3	2167
ENSG00000174950	CD164L2	2041
ENSG00000231207	RP1-144C9.2	355
ENSG00000181773	GPR3	2115
ENSG00000158195	WASF2	5666
ENSG00000241169	RP4-752I6.1	428
ENSG00000237429	RP1-159A19.4	283
ENSG00000126705	AHDC1	7157
ENSG00000000938	FGR	3474
ENSG00000235912	RP1-159A19.3	192
ENSG00000233975	RP11-288L9.1	441
ENSG00000126709	IFI6	865
ENSG00000225886	RP11-288L9.4	489
ENSG00000206767	RNU6-949P	107
ENSG00000226662	CHMP1AP1	662
ENSG00000207095	RNU6-424P	105
ENSG00000009780	FAM76A	4034
ENSG00000231344	RP3-426I6.2	349
ENSG00000230833	RPEP3	676
ENSG00000117758	STX12	3846
ENSG00000269971	RP3-426I6.5	184
ENSG00000270031	RP3-426I6.6	359
ENSG00000223062	RNU6-1245P	106
ENSG00000117751	PPP1R8	2819
ENSG00000252947	SCARNA1	166
ENSG00000268552	AL109927.1	171
ENSG00000130775	THEMIS2	4620
ENSG00000117748	RPA2	2019
ENSG00000130768	SMPDL3B	2670
ENSG00000227050	RP11-460I13.2	491
ENSG00000158156	XKR8	2743
ENSG00000158161	EYA3	6483
ENSG00000238231	RP11-460I13.6	367
ENSG00000240750	RN7SL559P	295
ENSG00000228589	SPCS2P4	1352
ENSG00000228943	RP5-1053E7.2	235
ENSG00000214812	RP5-1053E7.3	557
ENSG00000253005	RNU6-176P	105
ENSG00000252429	RNU7-29P	62
ENSG00000169403	PTAFR	4706
ENSG00000126698	DNAJC8	2609
ENSG00000215902	AL353354.1	66
ENSG00000269804	AL353354.2	350
ENSG00000130770	ATPIF1	2225
ENSG00000270605	RP5-1092A3.4	1945
ENSG00000271398	RP5-1092A3.5	425
ENSG00000130766	SESN2	3453
ENSG00000130772	MED18	2017
ENSG00000204138	PHACTR4	7165
ENSG00000206779	Y_RNA	101
ENSG00000229820	RP1-308E4.1	394
ENSG00000221216	RNU6ATAC27P	119
ENSG00000180198	RCC1	3888
ENSG00000242125	SNHG3	4088
ENSG00000200087	SNORA73B	204
ENSG00000238821	snoU13	100
ENSG00000231468	PRDX3P2	611
ENSG00000180098	TRNAU1AP	4305
ENSG00000197989	SNHG12	3377
ENSG00000221539	SNORD99	74
ENSG00000120656	TAF12	2337
ENSG00000188060	RAB42	2180
ENSG00000229388	RP11-442N24__B.1	978
ENSG00000270103	RNU11	134
ENSG00000162419	GMEB1	6459
ENSG00000252777	SCARNA24	130
ENSG00000198492	YTHDF2	3859
ENSG00000116329	OPRD1	1774
ENSG00000226852	RP1-212P9.2	1747
ENSG00000233427	RP1-212P9.3	1085
ENSG00000199756	Y_RNA	110
ENSG00000159023	EPB41	8282
ENSG00000225616	RP4-604A21.1	331
ENSG00000206704	Y_RNA	101
ENSG00000253304	TMEM200B	2639
ENSG00000225750	RP11-242O24.3	279
ENSG00000116350	SRSF4	3211
ENSG00000227637	RP11-242O24.5	320
ENSG00000116353	MECR	3922
ENSG00000237934	RP11-467D18.2	573
ENSG00000060656	PTPRU	6700
ENSG00000221550	AL645859.1	142
ENSG00000230523	RP3-437I16.1	2148
ENSG00000266678	AL139151.1	82
ENSG00000225011	RP11-810H18.1	349
ENSG00000221126	AC092265.1	134
ENSG00000228176	RP4-656G21.1	498
ENSG00000222787	AL645944.1	104
ENSG00000270927	RP11-179G8.1	493
ENSG00000233399	RP11-111I12.1	1519
ENSG00000233372	RP5-893G23.1	551
ENSG00000231251	RP3-357I16.1	93
ENSG00000236335	RP4-591L5.1	507
ENSG00000231949	RP4-591L5.2	481
ENSG00000162510	MATN1	4606
ENSG00000186056	MATN1-AS1	4024
ENSG00000162511	LAPTM5	3274
ENSG00000264773	MIR4420	77
ENSG00000229607	RP5-1125N11.1	444
ENSG00000223382	RP1-65J11.1	1326
ENSG00000222784	RN7SKP91	288
ENSG00000235143	RP1-65J11.5	1747
ENSG00000162512	SDC3	7067
ENSG00000134644	PUM1	6621
ENSG00000200154	SNORD103A	86
ENSG00000202107	SNORD103B	86
ENSG00000200181	SNORD85	73
ENSG00000237329	RP11-201O14.1	507
ENSG00000232768	RP11-201O14.2	163
ENSG00000215900	SEPW1P	252
ENSG00000225142	RP11-490K7.1	436
ENSG00000084628	NKAIN1	2987
ENSG00000060688	SNRNP40	4011
ENSG00000229447	RP11-490K7.4	437
ENSG00000121766	ZCCHC17	1891
ENSG00000229044	RP11-266K22.2	439
ENSG00000121769	FABP3	1026
ENSG00000168528	SERINC2	3520
ENSG00000268950	AC114494.1	423
ENSG00000215899	RP11-439L8.2	1342
ENSG00000206981	RNU6-40P	107
ENSG00000228682	RP11-439L8.3	1166
ENSG00000223907	RP11-439L8.4	2741
ENSG00000229167	RP11-73M7.1	591
ENSG00000142910	TINAGL1	5925
ENSG00000121764	HCRTR1	2506
ENSG00000162517	PEF1	2775
ENSG00000235790	RP11-73M7.6	1992
ENSG00000264078	RP11-73M7.9	480
ENSG00000084636	COL16A1	9365
ENSG00000121753	BAI2	7761
ENSG00000266580	MIR4254	76
ENSG00000254545	RP11-84A19.3	537
ENSG00000134668	SPOCD1	7085
ENSG00000203620	RP11-84A19.2	2257
ENSG00000269967	RP11-84A19.4	587
ENSG00000184007	PTP4A2	6431
ENSG00000212673	AL136115.1	1572
ENSG00000228634	RP4-534N18.2	517
ENSG00000121774	KHDRBS1	3588
ENSG00000203325	RP11-277A4.4	624
ENSG00000121775	TMEM39B	3464
ENSG00000266203	MIR5585	59
ENSG00000025800	KPNA6	7687
ENSG00000250135	RP4-622L5.2	667
ENSG00000084652	TXLNA	5103
ENSG00000160050	CCDC28B	2818
ENSG00000224066	RP4-622L5.7	1357
ENSG00000160051	IQCC	2293
ENSG00000222046	DCDC2B	1869
ENSG00000160055	TMEM234	3583
ENSG00000084623	EIF3I	1725
ENSG00000220785	MTMR9LP	2961
ENSG00000183615	FAM167B	936
ENSG00000182866	LCK	3337
ENSG00000252450	Y_RNA	110
ENSG00000116478	HDAC1	4009
ENSG00000175130	MARCKSL1	1699
ENSG00000233775	RP4-811H24.9	687
ENSG00000162526	TSSK3	2191
ENSG00000225828	FAM229A	2845
ENSG00000160058	BSDC1	6275
ENSG00000224333	GAPDHP20	1007
ENSG00000270850	RP11-395N6.4	341
ENSG00000229259	LRRC37A12P	1801
ENSG00000263529	RN7SL122P	298
ENSG00000254553	RP1-27O5.3	3447
ENSG00000273274	ZBTB8B	12834
ENSG00000160062	ZBTB8A	7075
ENSG00000176261	ZBTB8OS	3531
ENSG00000200591	Y_RNA	102
ENSG00000162521	RBBP4	9470
ENSG00000162520	SYNC	3941
ENSG00000224409	RP11-114B7.6	395
ENSG00000162522	KIAA1522	5965
ENSG00000134684	YARS	8210
ENSG00000116497	S100PBP	9190
ENSG00000160097	FNDC5	3139
ENSG00000121905	HPCA	1991
ENSG00000121900	TMEM54	1417
ENSG00000221423	AL031602.1	106
ENSG00000116514	RNF19B	2610
ENSG00000267885	FKSG48	375
ENSG00000217644	RP4-803A2.1	531
ENSG00000239670	RP4-803A2.2	863
ENSG00000236065	RP1-117O3.2	1680
ENSG00000004455	AK2	5683
ENSG00000142920	ADC	6559
ENSG00000116525	TRIM62	3646
ENSG00000160094	ZNF362	3331
ENSG00000270115	RP11-415J8.7	469
ENSG00000256142	AL513327.1	1345
ENSG00000184389	A3GALT2	1055
ENSG00000225313	RP11-415J8.3	1082
ENSG00000134686	PHC2	5410
ENSG00000266239	MIR3605	100
ENSG00000222112	RN7SKP16	299
ENSG00000233246	RP11-415J8.5	490
ENSG00000221225	AL138837.1	87
ENSG00000234512	TLR12P	2706
ENSG00000121903	ZSCAN20	5308
ENSG00000235907	RP4-580O19.2	736
ENSG00000121904	CSMD2	18147
ENSG00000227000	HSPD1P14	1618
ENSG00000176256	HMGB4	2561
ENSG00000231163	RP5-1007G16.1	2253
ENSG00000201148	RNA5SP42	115
ENSG00000142698	C1orf94	2576
ENSG00000221053	AC115286.1	84
ENSG00000270241	RP4-657M3.2	434
ENSG00000207941	MIR552	96
ENSG00000163866	SMIM12	8091
ENSG00000189280	GJB5	1355
ENSG00000189433	GJB4	2840
ENSG00000255811	RP1-34M23.5	560
ENSG00000216162	AL121988.1	84
ENSG00000188910	GJB3	2387
ENSG00000187513	GJA4	1717
ENSG00000230163	RP5-997D16.2	720
ENSG00000116544	DLGAP3	3977
ENSG00000252728	SNORD112	69
ENSG00000241014	RP11-244H3.1	3346
ENSG00000271741	RP11-244H3.4	3099
ENSG00000243749	ZMYM6NB	922
ENSG00000163867	ZMYM6	9617
ENSG00000233940	RP11-248I9.2	478
ENSG00000197056	ZMYM1	4828
ENSG00000228348	EFCAB14P1	463
ENSG00000116560	SFPQ	7426
ENSG00000201868	Y_RNA	94
ENSG00000263591	RN7SL136P	261
ENSG00000146463	ZMYM4	7647
ENSG00000240374	RN7SL503P	299
ENSG00000201542	SNORA62	152
ENSG00000229994	RPL5P4	886
ENSG00000227409	ZMYM4-AS1	459
ENSG00000202129	RNY5P1	78
ENSG00000142687	KIAA0319L	9629
ENSG00000236274	RP4-728D4.3	1003
ENSG00000020129	NCDN	4917
ENSG00000239636	RP4-728D4.2	1030
ENSG00000116819	TFAP2E	2189
ENSG00000126067	PSMB2	2701
ENSG00000239859	RN7SL281P	250
ENSG00000142686	C1orf216	3629
ENSG00000092853	CLSPN	5411
ENSG00000232335	RP11-435D7.3	539
ENSG00000134698	AGO4	7267
ENSG00000092847	AGO1	12886
ENSG00000271164	RP4-789D17.4	483
ENSG00000271914	RP4-789D17.5	396
ENSG00000126070	AGO3	21248
ENSG00000271554	RP4-665N4.8	659
ENSG00000232862	RP4-665N4.4	1543
ENSG00000092850	TEKT2	1978
ENSG00000116863	ADPRHL2	1668
ENSG00000171812	COL8A2	4670
ENSG00000054116	TRAPPC3	3313
ENSG00000116871	MAP7D1	5271
ENSG00000264592	RN7SL131P	254
ENSG00000054118	THRAP3	4736
ENSG00000231849	UBE2V2P4	259
ENSG00000214193	SH3D21	4474
ENSG00000142694	EVA1B	1211
ENSG00000116883	RP11-268J15.5	1838
ENSG00000196182	STK40	5590
ENSG00000181817	LSM10	1496
ENSG00000222821	RNU4-27P	139
ENSG00000116885	OSCP1	2822
ENSG00000201448	SNORA63	129
ENSG00000116898	MRPS15	2916
ENSG00000119535	CSF3R	8426
ENSG00000230214	FTLP18	523
ENSG00000234481	RP4-614N24.1	463
ENSG00000163873	GRIK3	10111
ENSG00000264698	MIR4255	72
ENSG00000207328	RNU6-636P	107
ENSG00000223944	RP5-1180C18.1	596
ENSG00000252368	RNA5SP43	110
ENSG00000230451	RPS29P6	145
ENSG00000233621	LINC01137	1395
ENSG00000163874	ZC3H12A	3117
ENSG00000163875	MEAF6	3487
ENSG00000263675	MIR5581	60
ENSG00000163877	SNIP1	4888
ENSG00000232273	FTH1P1	532
ENSG00000237749	RP3-423B22.5	266
ENSG00000163879	DNALI1	4456
ENSG00000134697	GNL2	5745
ENSG00000169218	RSPO1	3160
ENSG00000116922	C1orf109	4423
ENSG00000134690	CDCA8	2469
ENSG00000183317	EPHA10	8151
ENSG00000200421	Y_RNA	100
ENSG00000238871	snoU13	101
ENSG00000214141	ACTN4P2	1892
ENSG00000227416	RP11-109P14.2	429
ENSG00000185090	MANEAL	3018
ENSG00000233728	RP11-109P14.9	700
ENSG00000196449	YRDC	1826
ENSG00000197982	C1orf122	2231
ENSG00000188786	MTF1	8024
ENSG00000230610	AL929472.1	45
ENSG00000235673	RP11-109P14.8	691
ENSG00000230955	RP11-109P14.10	481
ENSG00000204084	INPP5B	9099
ENSG00000252448	SNORA63	81
ENSG00000222282	RNU6-584P	95
ENSG00000183431	SF3A3	4740
ENSG00000212541	RNU6-510P	108
ENSG00000183386	FHL3	2004
ENSG00000183520	UTP11L	3385
ENSG00000185668	POU3F1	2928
ENSG00000224592	RP5-884C9.2	684
ENSG00000223589	RP5-884C9.3	340
ENSG00000265596	MIR3659	99
ENSG00000237290	RP11-214L19.1	2283
ENSG00000200796	RNU6-753P	107
ENSG00000238063	RP11-329N22.1	790
ENSG00000215895	RP11-334L9.1	1960
ENSG00000116954	RRAGC	5167
ENSG00000228436	RP5-864K19.4	976
ENSG00000214114	MYCBP	5313
ENSG00000131233	GJA9	3250
ENSG00000158315	RHBDL2	2914
ENSG00000199963	RNU6-605P	108
ENSG00000207466	Y_RNA	101
ENSG00000235549	RP11-781D11.1	350
ENSG00000174574	AKIRIN1	2741
ENSG00000168653	NDUFS5	548
ENSG00000127603	MACF1	36470
ENSG00000206654	RNU6-608P	104
ENSG00000222378	RNA5SP44	133
ENSG00000270040	RP11-416A14.1	446
ENSG00000226438	RP11-420K8.1	558
ENSG00000217897	HSPE1P8	288
ENSG00000255103	KIAA0754	6004
ENSG00000183682	BMP8A	1692
ENSG00000237624	OXCT2P1	1535
ENSG00000182109	RP11-69E11.4	3059
ENSG00000243970	PPIEL	813
ENSG00000090621	PABPC4	6782
ENSG00000228060	RP11-69E11.8	551
ENSG00000201457	SNORA55	135
ENSG00000163909	HEYL	3750
ENSG00000225903	RP1-144F13.3	304
ENSG00000116981	NT5C1A	1107
ENSG00000116983	HPCAL4	4856
ENSG00000084072	PPIE	8071
ENSG00000225333	RP1-144F13.4	568
ENSG00000252413	RNU7-121P	62
ENSG00000116985	BMP8B	5143
ENSG00000198754	OXCT2	1826
ENSG00000261798	RP1-118J21.25	1196
ENSG00000229213	RP1-118J21.24	154
ENSG00000043514	TRIT1	3054
ENSG00000202222	Y_RNA	113
ENSG00000116990	MYCL	5065
ENSG00000236546	RP1-118J21.5	785
ENSG00000207356	Y_RNA	109
ENSG00000168389	MFSD2A	3987
ENSG00000228477	RP3-342P20.2	725
ENSG00000131236	CAP1	3814
ENSG00000131238	PPT1	3304
ENSG00000226745	RP11-115D7.3	685
ENSG00000117000	RLF	6246
ENSG00000207508	RNU6-1237P	107
ENSG00000188800	TMCO2	889
ENSG00000259943	RP1-39G22.7	1541
ENSG00000084073	ZMPSTE24	3572
ENSG00000231296	RP1-39G22.4	313
ENSG00000049089	COL9A2	4151
ENSG00000227311	RP1-228H13.1	483
ENSG00000084070	SMAP2	3436
ENSG00000213172	RP1-228H13.2	418
ENSG00000187801	ZFP69B	2386
ENSG00000260920	RP1-228H13.5	2446
ENSG00000187815	ZFP69	3248
ENSG00000238287	RP11-656D10.3	605
ENSG00000164002	EXO5	3092
ENSG00000227278	RP11-656D10.5	432
ENSG00000238186	RP11-656D10.6	546
ENSG00000117010	ZNF684	3039
ENSG00000236505	RP1-63P18.2	126
ENSG00000233910	GTF2F2P2	721
ENSG00000117016	RIMS3	7235
ENSG00000237899	RP4-739H11.3	471
ENSG00000272145	NFYC-AS1	1687
ENSG00000066136	NFYC	5990
ENSG00000198974	MIR30E	92
ENSG00000207962	MIR30C1	89
ENSG00000117013	KCNQ4	4183
ENSG00000264582	RN7SL326P	294
ENSG00000179862	CITED4	1290
ENSG00000229528	RP5-1066H13.4	471
ENSG00000228940	RP11-348A7.1	921
ENSG00000233118	UBE2V1P8	265
ENSG00000171793	CTPS1	5749
ENSG00000171790	SLFNL1	4310
ENSG00000010803	SCMH1	4447
ENSG00000215893	RP4-635E8.1	499
ENSG00000235358	RP11-399E6.1	1468
ENSG00000213987	RP11-399E6.2	313
ENSG00000204060	FOXO6	2398
ENSG00000229901	RP11-399E6.4	394
ENSG00000252563	RNA5SP45	92
ENSG00000127129	EDN2	1639
ENSG00000127124	HIVEP3	14224
ENSG00000230881	RP11-486B10.3	265
ENSG00000230638	RP11-486B10.4	2300
ENSG00000264896	AL451006.1	87
ENSG00000227538	HNRNPFP1	1133
ENSG00000228776	RP11-319C21.1	454
ENSG00000044012	GUCA2B	597
ENSG00000197273	GUCA2A	569
ENSG00000198815	FOXJ3	6893
ENSG00000227527	RP11-223A3.1	661
ENSG00000177181	RIMKLA	8981
ENSG00000235002	RP11-157D18.2	397
ENSG00000066185	ZMYND12	2195
ENSG00000127125	PPCS	2628
ENSG00000186409	CCDC30	13539
ENSG00000230116	RP11-163G10.2	755
ENSG00000236876	TMSB4XP1	192
ENSG00000200254	RNU6-536P	107
ENSG00000236180	RP11-163G10.4	421
ENSG00000171960	PPIH	2212
ENSG00000234917	RP5-994D16.3	596
ENSG00000065978	YBX1	1930
ENSG00000164007	CLDN19	3602
ENSG00000117385	LEPRE1	6766
ENSG00000164008	C1orf50	2786
ENSG00000228452	RP5-994D16.9	484
ENSG00000177868	CCDC23	1239
ENSG00000164010	ERMAP	4631
ENSG00000228192	RP11-342M1.3	1617
ENSG00000164011	ZNF691	2141
ENSG00000233708	RP11-342M1.7	1962
ENSG00000237090	RP11-342M1.6	1326
ENSG00000225099	ATP6V1E1P1	681
ENSG00000117394	SLC2A1	4208
ENSG00000227533	SLC2A1-AS1	3364
ENSG00000207256	RNU6-880P	107
ENSG00000252803	RNU6-870P	89
ENSG00000186973	FAM183A	843
ENSG00000117395	EBNA1BP2	3561
ENSG00000243710	WDR65	5665
ENSG00000199240	RNA5SP46	120
ENSG00000179178	TMEM125	2127
ENSG00000253313	C1orf210	1516
ENSG00000066056	TIE1	6694
ENSG00000117400	MPL	2128
ENSG00000234694	RP1-92O14.3	661
ENSG00000117399	CDC20	2038
ENSG00000066322	ELOVL1	2458
ENSG00000159479	MED8	2704
ENSG00000229431	RP1-92O14.6	731
ENSG00000198198	SZT2	17331
ENSG00000229372	SZT2-AS1	699
ENSG00000178922	HYI	2590
ENSG00000229348	HYI-AS1	545
ENSG00000142949	PTPRF	10719
ENSG00000066135	KDM4A	5172
ENSG00000236200	KDM4A-AS1	1931
ENSG00000126091	ST3GAL3	4425
ENSG00000229444	RP11-184I16.4	469
ENSG00000252201	RNU6-1058P	90
ENSG00000233674	RP11-184I16.3	271
ENSG00000224751	SHMT1P1	1312
ENSG00000117407	ARTN	2658
ENSG00000237950	RP11-7O11.3	557
ENSG00000117408	IPO13	5083
ENSG00000132768	DPH2	2930
ENSG00000117410	ATP6V0B	3535
ENSG00000117411	B4GALT2	3778
ENSG00000159214	CCDC24	3554
ENSG00000196517	SLC6A9	5159
ENSG00000230615	RP5-1198O20.4	3809
ENSG00000227163	RP5-1198O20.5	520
ENSG00000271647	KRT8P47	1398
ENSG00000239560	RN7SL479P	298
ENSG00000171872	KLF17	3131
ENSG00000233514	RP11-570P14.1	360
ENSG00000239275	RP4-675G8.2	320
ENSG00000226804	RP4-675G8.3	1160
ENSG00000200171	Y_RNA	96
ENSG00000238037	OOSP1P1	274
ENSG00000227994	RP5-891H21.1	214
ENSG00000271329	RP5-891H21.5	796
ENSG00000178028	DMAP1	5599
ENSG00000117419	ERI3	2644
ENSG00000233602	ERI3-IT1	619
ENSG00000252146	AL390776.1	74
ENSG00000199385	RNU6-369P	102
ENSG00000187147	RNF220	9779
ENSG00000263381	MIR5584	60
ENSG00000126106	TMEM53	3635
ENSG00000198520	C1orf228	3166
ENSG00000199377	RNU5F-1	117
ENSG00000200169	RNU5D-1	116
ENSG00000142945	KIF2C	3658
ENSG00000225721	RP11-269F19.2	765
ENSG00000142937	RPS8	2847
ENSG00000264294	SNORD55	80
ENSG00000200913	SNORD46	104
ENSG00000202031	SNORD38A	70
ENSG00000207421	SNORD38B	67
ENSG00000234093	RPS15AP11	390
ENSG00000142959	BEST4	2047
ENSG00000173846	PLK3	3479
ENSG00000188396	TCTEX1D4	1265
ENSG00000222009	BTBD19	3520
ENSG00000117425	PTCH2	5149
ENSG00000202444	RNU5E-6P	115
ENSG00000226499	RP5-882O7.1	162
ENSG00000070785	EIF2B3	3043
ENSG00000266294	AL136380.1	105
ENSG00000253039	RNA5SP47	109
ENSG00000229815	CCNB1IP1P1	839
ENSG00000232369	RP5-882O7.4	492
ENSG00000268949	MRPS17P1	3130
ENSG00000126107	HECTD3	5077
ENSG00000126088	UROD	2908
ENSG00000162415	ZSWIM5	6046
ENSG00000264650	AL359473.1	52
ENSG00000234315	OSTCP5	453
ENSG00000221707	AL592294.1	90
ENSG00000186603	HPDL	1803
ENSG00000132781	MUTYH	3909
ENSG00000132773	TOE1	2742
ENSG00000070759	TESK2	3460
ENSG00000238945	snoU13	97
ENSG00000236872	RP11-291L19.1	325
ENSG00000236624	CCDC163P	2757
ENSG00000132763	MMACHC	2981
ENSG00000117450	PRDX1	1522
ENSG00000234379	HMGB1P48	598
ENSG00000117448	AKR1A1	3121
ENSG00000132780	NASP	8293
ENSG00000159588	CCDC17	3323
ENSG00000159592	GPBP1L1	7433
ENSG00000225447	RPS15AP10	382
ENSG00000234329	RP11-767N6.2	788
ENSG00000159596	TMEM69	2439
ENSG00000197429	IPP	3705
ENSG00000230896	RP11-767N6.7	598
ENSG00000236111	RP11-630I5.1	681
ENSG00000086015	MAST2	7877
ENSG00000232467	TMA16P2	601
ENSG00000117461	PIK3R3	7676
ENSG00000226957	RP4-533D7.4	649
ENSG00000233114	RP4-533D7.3	226
ENSG00000227857	RP4-533D7.5	339
ENSG00000117472	TSPAN1	2366
ENSG00000250719	RP11-322N21.2	395
ENSG00000085998	POMGNT1	6366
ENSG00000171357	LURAP1	1854
ENSG00000085999	RAD54L	3212
ENSG00000132128	LRRC41	7668
